id,geschlecht,alter,groesse,gewicht,einkommen,bildung,konfession,kinder,glueck,fitness,essen,alkohol,tattoos,rhein,datause,arztbesuche,wandern,fasnacht,sehhilfe
8663,f,73,149.5,61.4,11000,sek III,katholisch,1,6,5,1100,29,0,1,86,7,63,nein,nein
8664,m,28,177.5,85.9,8200,sek III,evangelisch-reformiert,3,1,6,550,37,0,1,100,3,62,nein,ja
8665,m,51,185.8,NA,7500,sek III,konfessionslos,5,9,7,770,30,5,2,77,4,53,nein,ja
8666,f,30,162.4,71.8,NA,lehre,konfessionslos,2,4,4,NA,24,1,2,80,9,66,nein,ja
8667,f,68,167.1,77.2,9400,sek III,katholisch,3,9,2,1140,45,2,5,133,2,74,nein,ja
8668,m,73,166.2,65.5,13600,sek III,konfessionslos,1,6,7,1370,10,0,7,62,2,105,nein,nein
8669,f,60,183.5,68,NA,sek III,katholisch,2,10,5,NA,9,1,7,132,6,76,nein,nein
8670,m,54,189.4,90.4,NA,sek III,NA,2,3,5,NA,38,6,3,85,3,17,nein,ja
8671,m,73,176.3,74.7,10800,sek II,evangelisch-reformiert,1,5,7,810,37,0,4,55,3,63,nein,ja
8672,f,36,176.9,69,4000,obligatorisch,evangelisch-reformiert,1,6,5,720,0,0,7,109,6,77,nein,ja
8673,f,31,153.3,60.1,7900,obligatorisch,konfessionslos,2,5,10,760,33,0,7,110,5,62,nein,nein
8674,m,58,146.1,100.1,9400,sek III,katholisch,2,5,7,700,69,5,2,52,0,119,nein,nein
8675,m,65,185,NA,11700,obligatorisch,katholisch,2,8,6,1790,0,0,5,83,3,59,nein,ja
8676,m,29,161.3,93.3,4900,lehre,evangelisch-reformiert,1,8,7,920,35,0,4,101,4,47,nein,ja
8677,f,47,157.1,62.6,6500,sek III,evangelisch-reformiert,2,3,9,360,44,0,1,85,7,72,nein,ja
8678,f,59,162.2,NA,10600,lehre,evangelisch-reformiert,2,9,5,1130,46,2,5,85,5,61,nein,ja
8679,m,66,182.5,72.8,12100,sek III,katholisch,3,6,9,1730,10,0,1,86,3,51,nein,ja
8680,f,39,165.8,64.8,6600,lehre,katholisch,2,9,4,860,31,0,5,102,1,51,nein,ja
8681,m,68,154.4,NA,11400,sek III,katholisch,3,6,5,1040,57,0,4,118,3,94,nein,ja
8682,f,60,161,83.4,9300,obligatorisch,konfessionslos,1,6,7,1240,28,0,4,63,3,25,nein,ja
8683,f,73,182.6,69.5,12400,lehre,katholisch,1,6,5,1000,19,0,4,72,2,51,nein,ja
8684,m,61,170.8,97.8,11500,sek III,evangelisch-reformiert,1,3,5,1450,0,0,6,55,2,62,nein,ja
8685,m,45,184.1,103.8,6000,obligatorisch,katholisch,1,7,5,890,37,7,3,63,4,79,nein,nein
8686,m,88,192.6,98.7,14700,sek III,evangelisch-reformiert,1,6,8,1150,37,0,6,92,2,62,nein,nein
8687,m,73,174,96.9,12900,sek III,andere,2,2,7,850,54,0,3,72,2,15,nein,ja
8688,m,67,169.4,90.9,11100,sek III,katholisch,1,9,7,1400,28,6,4,102,6,56,nein,ja
8689,m,56,175.4,84.3,8400,obligatorisch,evangelisch-reformiert,1,7,7,740,60,0,4,92,3,39,nein,nein
8690,m,74,173.7,84.3,12200,obligatorisch,konfessionslos,2,7,5,1190,43,4,3,99,5,57,nein,ja
8691,f,27,166.2,66.2,6000,sek III,konfessionslos,1,5,3,790,39,5,4,78,4,16,nein,ja
8692,m,73,185.1,84.5,10400,lehre,NA,3,4,7,850,58,2,4,72,5,49,nein,ja
8693,m,40,200.8,72.6,7200,lehre,NA,4,7,1,1000,14,3,2,87,2,37,nein,ja
8694,f,39,164.8,50.6,NA,sek III,katholisch,2,6,5,NA,5,0,6,49,9,45,nein,nein
8695,m,44,167.4,87.7,7800,sek III,konfessionslos,1,8,7,1080,27,0,4,79,5,88,nein,nein
8696,m,57,175.6,70.2,NA,sek III,katholisch,2,7,7,NA,41,0,2,97,3,48,nein,ja
8697,m,28,189.1,85,6100,lehre,evangelisch-reformiert,3,7,7,230,57,6,4,87,4,74,nein,ja
8698,m,49,171.9,103.7,9900,sek III,NA,3,6,8,710,35,1,1,71,4,91,nein,ja
8699,m,73,168.5,86.2,11800,lehre,katholisch,1,4,7,650,35,7,3,64,2,55,nein,ja
8700,m,73,175.2,101.9,12900,sek II,evangelisch-reformiert,3,9,5,1440,38,0,2,64,4,47,nein,nein
8701,m,50,181.2,93.1,6900,sek III,muslimisch,2,5,4,440,23,0,3,72,5,74,nein,nein
8702,f,45,165.2,58.9,6000,sek II,muslimisch,2,8,7,640,15,6,2,109,8,68,nein,ja
8703,m,50,165.7,NA,6900,sek III,evangelisch-reformiert,2,9,5,680,26,5,4,101,5,62,nein,nein
8704,f,58,182.3,61.5,NA,lehre,katholisch,1,7,8,NA,29,3,1,110,1,21,nein,ja
8705,f,73,169.3,65.1,NA,obligatorisch,evangelisch-reformiert,3,6,4,NA,0,5,4,76,6,59,nein,ja
8706,f,22,155.2,52.1,6500,lehre,evangelisch-reformiert,4,3,9,380,38,0,4,95,5,80,nein,ja
8707,m,43,184,75.3,5100,sek III,katholisch,5,3,6,290,32,0,4,104,3,56,nein,ja
8708,m,37,188.1,NA,NA,lehre,katholisch,2,7,6,NA,49,0,3,108,3,77,nein,nein
8709,f,39,175.3,72.7,NA,sek III,konfessionslos,3,8,5,NA,26,0,8,81,5,73,nein,nein
8710,f,31,160,72,4300,lehre,katholisch,2,7,4,370,14,0,8,74,3,66,nein,nein
8711,m,32,162.1,87.9,6600,sek III,konfessionslos,0,4,7,530,13,0,2,138,2,63,nein,ja
8712,m,49,187.8,92,8200,lehre,konfessionslos,1,5,7,490,47,0,7,80,4,42,nein,ja
8713,f,73,150.6,68.9,11800,sek II,katholisch,0,2,9,1060,35,0,7,80,3,88,ja,ja
8714,m,49,202.1,90.6,NA,lehre,katholisch,3,7,8,NA,39,0,5,92,3,28,nein,ja
8715,f,33,177.5,NA,8500,lehre,konfessionslos,2,3,6,540,34,3,2,82,10,71,nein,ja
8716,f,73,159.7,NA,10700,sek III,NA,0,5,1,1170,0,0,3,115,1,76,nein,ja
8717,f,75,164.6,NA,13400,sek II,evangelisch-reformiert,4,8,4,1190,36,3,5,93,10,68,nein,ja
8718,f,22,170,61.3,4300,sek III,katholisch,1,6,6,820,0,0,4,135,5,67,nein,ja
8719,m,61,188.1,111.4,NA,sek III,konfessionslos,3,3,5,NA,37,0,4,76,4,61,nein,ja
8720,m,61,181.7,99,11200,lehre,katholisch,1,7,6,990,27,0,6,102,1,40,nein,ja
8721,m,73,179,91,12700,lehre,konfessionslos,1,5,7,1500,0,0,7,68,3,111,nein,nein
8722,m,38,175.4,NA,7900,lehre,katholisch,1,4,7,450,48,0,5,64,6,60,nein,ja
8723,m,67,182.6,57.9,11400,sek II,konfessionslos,2,6,6,770,44,0,4,80,2,34,nein,ja
8724,m,61,169.3,NA,NA,lehre,katholisch,2,6,2,NA,0,0,2,78,3,38,nein,nein
8725,f,45,163.9,54.3,7100,sek III,andere,2,7,8,810,36,4,2,57,3,22,nein,nein
8726,f,82,164.2,52.6,NA,sek II,katholisch,2,6,2,NA,6,0,5,72,6,56,nein,ja
8727,f,73,167.8,67.6,11000,lehre,konfessionslos,1,4,6,1010,0,1,3,74,5,51,nein,nein
8728,f,63,158.2,NA,11300,lehre,evangelisch-reformiert,1,6,7,1300,25,2,4,123,4,46,nein,nein
8729,m,47,155.1,78.7,8400,sek III,NA,1,5,6,1110,35,0,5,100,4,63,nein,ja
8730,m,19,182.4,94.2,NA,sek III,konfessionslos,1,3,7,NA,48,0,4,120,5,46,nein,ja
8731,m,32,179.8,74.1,3600,sek III,evangelisch-reformiert,3,8,3,340,30,0,2,60,1,74,nein,ja
8732,m,73,157.3,56.7,12700,lehre,andere,2,7,3,1290,30,0,4,75,3,69,nein,ja
8733,m,73,158.3,102.3,13700,lehre,katholisch,2,8,10,1490,47,0,6,79,5,83,nein,nein
8734,m,35,180.1,88.5,5100,lehre,NA,2,6,3,-60,84,0,3,98,5,57,nein,nein
8735,m,30,177.2,NA,4500,sek III,evangelisch-reformiert,1,9,5,590,35,4,6,89,4,71,nein,nein
8736,m,43,178.9,66.5,6600,sek III,katholisch,2,6,5,970,26,1,3,80,1,101,nein,ja
8737,m,50,196,NA,NA,lehre,katholisch,3,4,5,NA,56,6,0,80,2,75,nein,nein
8738,f,31,165.7,69.9,5100,sek III,konfessionslos,4,6,5,580,43,0,2,96,5,63,nein,nein
8739,m,73,188.4,92.3,11100,obligatorisch,katholisch,1,6,7,850,36,6,4,86,4,43,nein,nein
8740,f,73,168.2,64.6,12200,sek III,katholisch,1,7,3,1190,32,2,2,105,4,71,nein,ja
8741,m,28,190.3,87.9,3700,lehre,NA,2,9,5,620,50,4,3,102,1,57,nein,nein
8742,f,64,149.4,68.7,11300,lehre,NA,1,5,2,910,41,4,0,44,2,85,ja,ja
8743,f,67,168.5,61.1,11000,lehre,evangelisch-reformiert,1,4,3,1120,26,0,3,102,3,68,nein,ja
8744,m,87,178.3,60.8,13800,lehre,konfessionslos,2,7,5,1870,0,0,4,102,2,126,nein,ja
8745,f,57,158.5,NA,8600,lehre,katholisch,1,6,4,850,29,0,7,97,1,35,nein,nein
8746,f,46,163.8,63,6300,sek III,evangelisch-reformiert,2,5,7,560,35,0,5,68,6,80,nein,nein
8747,m,57,179.1,98.4,9100,sek III,evangelisch-reformiert,0,9,4,840,40,3,7,66,6,64,nein,ja
8748,f,19,173,61,2900,sek II,katholisch,3,8,4,510,17,5,5,72,2,89,nein,nein
8749,f,73,168.8,63.9,9800,obligatorisch,konfessionslos,3,7,6,850,37,0,0,71,3,67,nein,ja
8750,f,20,163.4,62.4,3600,sek II,konfessionslos,3,6,6,170,31,6,1,110,6,63,nein,ja
8751,m,37,177.6,91.4,6100,obligatorisch,katholisch,1,8,6,950,19,3,5,61,3,76,nein,ja
8752,f,39,146.1,86.8,7100,lehre,evangelisch-reformiert,3,7,5,820,0,0,1,90,5,75,nein,ja
8753,f,65,156.6,69.2,9300,sek III,evangelisch-reformiert,2,9,4,1450,13,0,2,121,3,80,nein,ja
8754,m,30,175.6,78.9,6800,obligatorisch,NA,1,7,4,400,49,0,5,90,6,40,nein,ja
8755,f,28,170.9,72.9,3700,sek III,evangelisch-reformiert,1,5,5,120,26,6,7,85,5,59,nein,nein
8756,f,54,153.6,74.9,NA,lehre,evangelisch-reformiert,2,3,8,NA,36,1,0,133,4,56,nein,ja
8757,m,51,170.9,66.6,8000,lehre,katholisch,1,6,4,950,9,7,1,103,3,84,nein,nein
8758,f,64,157.7,68.7,8700,obligatorisch,NA,5,8,2,1120,28,0,7,86,1,75,ja,ja
8759,f,49,162.5,NA,8900,lehre,NA,0,4,4,990,0,1,5,65,4,76,nein,nein
8760,m,73,158.5,87.2,10000,lehre,katholisch,1,9,6,1160,25,0,7,84,7,31,nein,ja
8761,m,33,170.9,NA,NA,lehre,katholisch,4,4,6,NA,0,0,3,69,5,80,nein,ja
8762,f,39,179,NA,7600,sek III,katholisch,2,9,4,1410,0,3,7,85,4,55,nein,nein
8763,f,31,186.1,72.7,4700,lehre,katholisch,0,7,8,1080,0,0,8,78,4,93,nein,ja
8764,f,73,152.3,NA,9900,lehre,evangelisch-reformiert,3,6,2,1120,29,0,4,105,4,72,nein,nein
8765,f,46,144.1,50.3,10000,lehre,konfessionslos,1,9,6,1420,26,0,5,98,3,45,nein,ja
8766,m,27,183.9,84,4200,sek III,konfessionslos,2,8,6,560,37,0,4,69,5,70,nein,ja
8767,f,55,157.7,NA,11500,sek III,evangelisch-reformiert,4,4,8,1060,29,0,2,90,6,43,nein,ja
8768,f,25,169.9,76.1,7100,sek III,evangelisch-reformiert,3,4,6,770,20,2,2,86,4,75,nein,ja
8769,m,40,174.8,89,7400,lehre,muslimisch,3,7,6,670,16,0,4,86,5,71,nein,nein
8770,m,31,181.2,88,6400,lehre,konfessionslos,2,5,7,430,28,0,10,77,1,81,nein,nein
8771,f,73,161.7,66.2,10800,obligatorisch,andere,2,9,3,1060,35,0,8,84,6,55,nein,ja
8772,m,37,164.6,71.6,6000,sek III,NA,1,6,5,780,0,0,8,113,3,48,nein,nein
8773,f,73,149.8,63.8,12300,sek III,katholisch,3,7,7,1260,0,3,6,128,3,36,nein,ja
8774,f,36,159.2,NA,7600,lehre,konfessionslos,2,7,9,540,35,0,6,106,5,58,nein,ja
8775,f,45,168.5,81.3,8700,sek II,konfessionslos,3,6,5,970,10,0,5,94,1,49,nein,ja
8776,m,60,188.6,91.9,10500,sek II,katholisch,2,10,7,1420,0,0,7,104,1,122,nein,ja
8777,m,58,174.4,74.1,11000,sek III,NA,3,4,4,1380,0,3,5,87,3,2,nein,ja
8778,m,43,187.2,87.6,7100,lehre,NA,2,5,5,970,22,0,3,85,4,47,nein,nein
8779,f,64,161.5,56.7,9900,lehre,NA,1,9,7,1130,29,0,0,112,6,53,nein,ja
8780,m,61,200.9,89.8,7400,lehre,andere,0,8,7,590,58,2,6,101,0,29,nein,ja
8781,m,34,178.3,76.3,4000,obligatorisch,katholisch,0,8,6,240,53,0,7,89,6,69,nein,nein
8782,f,28,166.7,55.3,5600,sek II,evangelisch-reformiert,2,3,3,330,21,0,8,114,4,83,nein,ja
8783,f,32,190.7,62.1,6400,lehre,NA,0,5,6,380,26,0,1,96,5,53,nein,ja
8784,f,26,155,70.1,6700,lehre,evangelisch-reformiert,1,6,5,850,20,0,6,92,3,39,nein,nein
8785,f,29,141.3,72.3,5100,sek III,katholisch,1,3,2,340,25,3,2,85,6,107,nein,ja
8786,m,59,190.9,90.9,8700,sek III,NA,2,4,2,1460,0,5,1,82,1,70,nein,ja
8787,f,73,158,59.6,12500,lehre,katholisch,2,6,5,1210,29,0,3,65,9,106,nein,ja
8788,m,91,162.7,NA,15100,obligatorisch,evangelisch-reformiert,3,5,4,1090,55,0,3,89,4,42,nein,ja
8789,f,51,157.8,68.8,7800,obligatorisch,katholisch,1,6,2,770,32,0,6,111,4,46,nein,nein
8790,f,48,166.5,83.5,NA,lehre,NA,3,3,6,NA,12,0,6,74,9,72,nein,ja
8791,f,40,161.6,87.5,7200,lehre,katholisch,1,2,6,740,11,6,5,78,6,95,nein,ja
8792,f,54,159.5,58,9700,sek II,NA,1,6,5,1080,24,0,9,115,5,38,nein,nein
8793,m,32,166.7,77.8,6900,sek III,konfessionslos,4,6,9,630,20,0,2,111,0,58,nein,ja
8794,m,28,187.6,99.5,4600,sek III,katholisch,1,8,5,1050,0,4,0,89,1,105,nein,ja
8795,m,46,175.6,88.6,6800,sek III,NA,1,6,5,460,39,0,3,104,2,64,nein,ja
8796,m,20,164.6,70.2,NA,lehre,konfessionslos,2,6,5,NA,0,5,3,86,4,54,nein,nein
8797,f,60,160.9,75.4,NA,lehre,konfessionslos,1,7,7,NA,30,7,3,66,5,47,nein,nein
8798,m,73,180.4,84,NA,sek III,katholisch,1,5,6,NA,34,0,1,92,5,67,nein,nein
8799,m,36,169.9,73.1,6400,sek III,konfessionslos,1,6,7,520,36,0,4,76,4,74,nein,ja
8800,f,46,160.6,64.6,8300,sek II,muslimisch,1,5,8,980,0,0,6,84,3,50,nein,nein
8801,m,49,183.5,90.7,7500,sek III,katholisch,1,4,6,900,32,5,1,81,2,66,ja,nein
8802,m,73,182.6,78.8,NA,lehre,katholisch,1,4,4,NA,43,0,3,72,3,37,nein,nein
8803,m,73,177.2,NA,11300,sek III,konfessionslos,1,9,5,1380,28,4,0,65,0,52,nein,ja
8804,f,50,183.3,71.1,11200,sek III,katholisch,4,4,6,1100,0,0,3,105,4,43,nein,nein
8805,m,80,182.8,83.3,12400,lehre,katholisch,1,5,3,870,43,5,6,89,2,56,nein,nein
8806,f,39,162.8,NA,7400,sek III,konfessionslos,1,7,8,1010,20,0,1,97,3,21,nein,ja
8807,m,84,182.9,87.7,15500,sek III,konfessionslos,1,5,9,1210,50,0,2,100,2,62,nein,ja
8808,m,33,178,94,6000,sek III,konfessionslos,3,5,5,660,0,1,0,70,2,69,nein,ja
8809,f,32,163,76.1,6700,lehre,konfessionslos,1,10,2,840,30,5,8,88,2,76,nein,ja
8810,f,73,157.1,63.5,11100,lehre,evangelisch-reformiert,2,6,8,1820,28,0,3,106,3,18,nein,ja
8811,m,73,179.6,84,NA,sek III,evangelisch-reformiert,2,6,7,NA,42,1,1,75,5,103,nein,nein
8812,f,73,161.7,49.9,11400,sek III,konfessionslos,1,6,6,1710,21,1,1,75,2,58,nein,ja
8813,m,42,151.8,87.6,5700,sek III,katholisch,3,8,7,660,35,3,1,83,1,45,ja,ja
8814,f,33,179.8,67,6700,sek III,evangelisch-reformiert,0,8,5,1530,1,0,2,95,4,9,nein,nein
8815,m,27,174.7,107.6,NA,lehre,evangelisch-reformiert,1,2,6,NA,47,1,1,115,3,100,nein,ja
8816,m,33,197.6,104.2,5600,sek III,konfessionslos,0,6,6,360,54,0,4,73,2,55,nein,nein
8817,f,35,161.5,NA,5800,obligatorisch,katholisch,1,7,1,1190,0,0,4,77,7,95,nein,ja
8818,m,32,197.7,83.2,5700,sek III,katholisch,2,5,7,1110,0,8,5,78,2,71,nein,ja
8819,m,37,183.8,75.2,7700,sek III,konfessionslos,1,2,5,620,31,0,4,112,3,60,nein,ja
8820,m,73,170.8,96.2,NA,sek III,katholisch,2,6,5,NA,8,0,5,69,2,57,nein,ja
8821,m,65,180.9,73.3,12700,lehre,katholisch,2,4,5,920,43,0,5,61,5,51,nein,ja
8822,f,73,165,62.7,12000,obligatorisch,evangelisch-reformiert,2,9,5,1380,8,9,9,99,1,53,nein,ja
8823,m,64,193.2,81.5,NA,lehre,katholisch,1,7,3,NA,0,0,6,86,5,99,nein,nein
8824,m,50,172.2,NA,7600,sek III,katholisch,1,4,2,300,31,0,1,98,2,94,nein,nein
8825,f,32,151.5,77.7,5200,sek III,evangelisch-reformiert,2,9,7,760,0,0,1,71,8,37,nein,nein
8826,m,35,172.5,NA,NA,lehre,katholisch,2,6,6,NA,26,0,3,79,4,55,nein,ja
8827,f,78,141.2,51.6,10700,lehre,konfessionslos,1,7,2,790,37,3,1,89,6,70,nein,ja
8828,f,72,164,43,11900,lehre,katholisch,1,5,8,1400,0,0,3,76,4,35,nein,ja
8829,f,32,156.4,49.2,5500,sek III,katholisch,2,7,4,630,26,0,0,58,3,72,nein,ja
8830,m,57,165.5,NA,10900,sek III,konfessionslos,0,5,2,980,27,0,3,71,2,88,nein,ja
8831,f,78,168.2,NA,13500,lehre,konfessionslos,1,5,9,1550,5,0,4,110,1,66,nein,ja
8832,m,35,201.5,79,5400,sek III,evangelisch-reformiert,1,8,3,490,52,0,2,85,4,28,nein,ja
8833,f,19,145.8,NA,2900,lehre,andere,2,9,5,500,33,0,1,43,2,51,nein,ja
8834,m,45,183.6,70.7,7100,lehre,evangelisch-reformiert,3,10,5,680,24,0,5,82,3,76,nein,ja
8835,f,34,183.8,68.6,NA,lehre,konfessionslos,3,1,8,NA,17,0,5,99,7,94,nein,ja
8836,m,56,199.7,82.9,8100,sek III,katholisch,2,6,6,690,58,4,3,77,1,41,nein,ja
8837,f,38,162.4,65.5,8900,sek III,andere,2,10,5,1280,44,3,5,66,7,73,nein,ja
8838,f,33,144.8,NA,3900,lehre,evangelisch-reformiert,1,7,6,580,0,7,8,104,2,53,ja,ja
8839,m,38,176.6,107.9,NA,sek III,katholisch,2,3,3,NA,48,2,5,81,5,90,nein,ja
8840,m,63,167.2,82.9,9800,lehre,katholisch,2,4,7,660,43,3,3,86,4,28,nein,ja
8841,m,37,169.5,83.8,6100,sek II,katholisch,2,8,5,940,0,0,3,119,4,62,nein,ja
8842,f,29,156.9,66.1,2500,lehre,katholisch,1,6,4,-130,28,0,2,88,2,60,nein,ja
8843,f,46,161.2,63.1,5900,obligatorisch,NA,3,5,5,660,21,5,7,63,5,74,nein,nein
8844,f,41,158.2,49.6,5800,sek III,konfessionslos,2,8,3,830,31,1,8,105,4,63,nein,ja
8845,f,42,162.2,64.4,6300,obligatorisch,konfessionslos,1,3,4,850,22,0,5,85,5,61,nein,ja
8846,f,73,151.5,67.3,NA,lehre,muslimisch,2,6,4,NA,2,0,5,105,2,39,nein,ja
8847,f,93,152.5,70.3,14800,lehre,konfessionslos,0,8,4,2120,0,0,3,98,4,99,nein,ja
8848,m,62,188.9,87.6,NA,sek III,muslimisch,3,6,3,NA,34,0,4,119,3,61,nein,ja
8849,f,73,138.7,52.5,10500,lehre,andere,0,6,4,1480,27,0,4,75,6,55,nein,nein
8850,m,73,171.3,NA,12000,obligatorisch,muslimisch,1,6,8,1250,27,0,0,90,4,20,nein,ja
8851,f,78,165.2,61.3,12000,sek III,evangelisch-reformiert,2,5,4,840,35,4,4,80,3,70,nein,nein
8852,f,73,155.9,70.3,NA,sek III,katholisch,1,4,4,NA,17,0,6,94,7,56,nein,ja
8853,m,44,186.9,110.6,6300,obligatorisch,konfessionslos,0,4,4,590,31,6,8,89,3,59,nein,ja
8854,m,68,167.4,77.2,11200,lehre,katholisch,3,8,5,1590,0,0,4,119,5,25,nein,ja
8855,m,39,198.1,89.1,NA,sek III,katholisch,4,8,3,NA,0,0,5,82,4,82,nein,ja
8856,m,60,182.5,70.8,11300,lehre,katholisch,2,6,4,840,58,6,6,58,2,76,nein,nein
8857,f,46,181.3,69,NA,sek III,katholisch,0,5,1,NA,22,2,4,75,1,59,nein,ja
8858,f,20,159.9,NA,2200,obligatorisch,konfessionslos,0,6,4,340,55,4,6,106,4,66,nein,ja
8859,f,53,167.6,53.8,9300,obligatorisch,evangelisch-reformiert,3,6,3,1480,0,0,0,69,5,46,nein,ja
8860,f,43,177.8,60.4,7400,sek III,evangelisch-reformiert,5,7,4,1040,17,7,0,85,4,97,nein,nein
8861,f,54,170.7,65,8100,sek III,katholisch,2,5,6,1000,9,0,6,61,5,30,nein,ja
8862,m,33,162.5,82.7,7300,sek III,katholisch,3,6,4,400,59,0,1,108,4,87,nein,ja
8863,f,48,164.7,68.7,9600,sek II,konfessionslos,1,7,5,1260,10,0,1,72,3,15,nein,ja
8864,m,33,174,78,6700,lehre,evangelisch-reformiert,2,6,9,350,44,0,6,115,2,43,nein,ja
8865,m,73,169.5,91.1,10800,lehre,konfessionslos,2,6,4,1200,34,8,6,73,2,45,nein,ja
8866,f,20,150,73,4800,obligatorisch,evangelisch-reformiert,0,7,5,210,27,0,5,56,6,63,nein,nein
8867,m,53,173.4,94.4,NA,sek III,konfessionslos,1,2,6,NA,23,5,3,107,3,84,nein,nein
8868,f,74,149.9,63,13000,lehre,evangelisch-reformiert,3,6,2,1240,0,0,6,78,3,76,nein,ja
8869,f,34,166.8,65.1,4900,obligatorisch,andere,1,2,3,220,28,0,4,110,6,8,nein,ja
8870,m,52,187.1,82.3,7700,sek III,evangelisch-reformiert,3,8,8,1040,19,7,2,76,0,57,nein,nein
8871,m,52,179.4,97.6,7200,lehre,evangelisch-reformiert,1,4,7,630,38,0,0,83,2,93,nein,nein
8872,m,51,175.9,98.9,7000,sek III,evangelisch-reformiert,3,7,3,570,36,0,3,87,0,56,nein,nein
8873,f,62,175,NA,10600,lehre,evangelisch-reformiert,1,7,6,1160,26,2,2,65,4,66,nein,ja
8874,m,37,157.4,71.9,4300,sek III,katholisch,1,5,3,290,52,0,0,93,1,25,nein,ja
8875,m,29,175.1,76.7,NA,sek III,katholisch,1,6,6,NA,10,5,5,105,3,45,nein,ja
8876,f,58,167.4,72.4,10300,obligatorisch,evangelisch-reformiert,1,6,7,1210,23,0,5,101,9,63,nein,ja
8877,m,30,167.9,70.8,6500,lehre,evangelisch-reformiert,3,3,4,300,39,0,2,106,2,48,nein,ja
8878,f,34,155.5,57.9,5500,sek III,katholisch,2,8,6,600,0,1,2,118,4,61,nein,ja
8879,f,56,152.1,64.1,10200,lehre,muslimisch,1,5,5,840,23,3,0,55,3,45,nein,ja
8880,m,66,174,87.3,13300,sek III,konfessionslos,3,6,4,1130,28,0,6,71,4,57,nein,ja
8881,f,60,165,NA,10700,sek III,evangelisch-reformiert,1,9,5,1180,26,0,4,93,7,44,nein,ja
8882,m,60,171.4,73.6,NA,sek III,evangelisch-reformiert,2,8,10,NA,41,8,3,98,2,46,nein,ja
8883,m,35,174.1,93.2,NA,lehre,konfessionslos,1,4,7,NA,20,0,2,73,3,86,nein,ja
8884,f,68,166,57.9,9500,sek III,katholisch,2,7,8,760,32,0,4,79,2,48,nein,ja
8885,f,51,159,61.6,8800,lehre,katholisch,3,5,4,800,46,0,1,111,5,31,nein,nein
8886,f,46,164,78.8,5800,lehre,katholisch,0,3,6,660,41,0,0,77,6,59,nein,ja
8887,f,55,145,60.3,12600,lehre,evangelisch-reformiert,2,6,5,1370,18,0,7,75,4,68,nein,ja
8888,f,78,150.2,67.7,13000,sek II,evangelisch-reformiert,3,4,4,1340,12,1,2,79,5,70,nein,ja
8889,m,73,168.3,103.1,NA,sek III,konfessionslos,2,5,6,NA,25,5,4,72,4,24,nein,ja
8890,f,27,160.8,54,5300,sek III,katholisch,1,4,6,580,26,7,3,85,3,67,nein,ja
8891,f,35,168.1,72.4,NA,sek III,katholisch,3,6,3,NA,18,4,3,98,4,59,nein,ja
8892,m,66,202.5,90.6,10700,sek III,katholisch,2,7,5,1590,16,4,6,119,5,47,nein,ja
8893,f,73,175.3,62.9,10300,sek III,konfessionslos,1,7,3,1110,47,0,1,85,6,18,nein,ja
8894,m,27,183,90.2,5000,lehre,evangelisch-reformiert,1,8,2,480,51,0,0,70,1,76,nein,ja
8895,m,31,186.1,69.3,NA,lehre,evangelisch-reformiert,0,9,7,NA,43,0,8,94,4,69,nein,nein
8896,f,91,163.3,55.5,16200,sek III,konfessionslos,2,3,5,1490,19,0,0,77,3,82,nein,ja
8897,m,43,168.2,63.7,7600,sek III,konfessionslos,1,3,7,350,51,0,2,75,4,50,nein,ja
8898,f,33,169.1,61.6,5800,sek II,NA,3,4,6,590,41,0,4,100,1,48,nein,ja
8899,m,40,197.2,61.3,8200,lehre,konfessionslos,1,6,7,1080,10,0,6,105,5,46,nein,ja
8900,f,46,164.1,NA,7500,obligatorisch,konfessionslos,2,7,6,740,39,3,3,99,3,46,nein,nein
8901,m,20,182.8,86.6,2500,lehre,evangelisch-reformiert,1,7,6,-20,63,0,3,112,3,33,nein,ja
8902,m,46,171.2,75.2,5500,lehre,katholisch,1,5,6,230,47,0,4,30,3,86,nein,ja
8903,m,28,171.9,102.4,4000,obligatorisch,konfessionslos,3,3,4,480,36,0,4,95,2,71,nein,ja
8904,f,47,152.7,52.9,8500,obligatorisch,konfessionslos,1,7,9,1160,26,0,10,91,5,59,nein,ja
8905,f,73,184,74.2,12800,lehre,NA,1,6,2,1320,23,3,6,111,2,68,nein,nein
8906,m,73,168.1,88.5,NA,sek III,NA,1,6,4,NA,43,0,5,81,3,28,nein,ja
8907,m,61,163.6,77.6,9000,lehre,katholisch,3,5,4,1430,0,2,0,103,4,74,nein,ja
8908,f,73,183.6,56,12900,lehre,NA,1,2,9,1120,14,4,6,73,4,77,nein,ja
8909,m,69,182.7,78.8,13300,lehre,andere,3,8,4,980,46,0,7,108,3,97,nein,ja
8910,m,73,172.8,71.6,NA,lehre,evangelisch-reformiert,3,8,5,NA,51,0,8,83,2,48,nein,nein
8911,m,20,164.9,90.3,2700,obligatorisch,NA,1,4,2,-300,69,4,6,74,3,94,nein,ja
8912,m,35,182.5,70.8,7700,lehre,NA,0,3,4,630,14,0,6,131,4,20,nein,ja
8913,m,27,154,85.5,4600,obligatorisch,katholisch,2,5,2,130,69,1,1,95,3,77,nein,ja
8914,m,62,202.6,82.4,8800,lehre,katholisch,1,7,5,860,38,0,3,82,4,75,nein,nein
8915,f,23,179.8,64.3,6000,lehre,katholisch,1,5,5,570,19,4,5,101,6,22,nein,ja
